"","year","species","treatment","replicate","abundance"
"2779",1996,"Oreogeton","high",9,0
"2780",1996,"Oreogeton","high",10,0
"2781",1996,"Oreogeton","low",1,0
"2782",1996,"Oreogeton","low",2,1
"2783",1996,"Oreogeton","low",3,1
"2784",1996,"Oreogeton","low",4,0
"2785",1996,"Oreogeton","low",5,0
"2786",1996,"Oreogeton","low",6,0
"2787",1996,"Oreogeton","low",7,1
"2788",1996,"Oreogeton","low",8,1
"2789",1996,"Oreogeton","low",9,1
"2790",1996,"Oreogeton","low",10,0
"2791",1996,"Oreogeton","medium",1,0
"2792",1996,"Oreogeton","medium",2,0
"2793",1996,"Oreogeton","medium",3,0
"2794",1996,"Oreogeton","medium",4,0
"2795",1996,"Oreogeton","medium",5,0
"2796",1996,"Oreogeton","medium",6,2
"2797",1996,"Oreogeton","medium",7,0
"2798",1996,"Oreogeton","medium",8,0
"2799",1996,"Oreogeton","medium",9,1
"2800",1996,"Oreogeton","medium",10,0
"2801",1996,"Paracapnia","control",1,0
"2802",1996,"Paracapnia","control",2,0
"2803",1996,"Paracapnia","control",3,0
"2804",1996,"Paracapnia","control",4,0
"2805",1996,"Paracapnia","control",5,0
"2806",1996,"Paracapnia","control",6,0
"2807",1996,"Paracapnia","control",7,0
"2808",1996,"Paracapnia","control",8,0
"2809",1996,"Paracapnia","control",9,0
"2810",1996,"Paracapnia","control",10,0
"2811",1996,"Paracapnia","high",1,0
"2812",1996,"Paracapnia","high",2,0
"2813",1996,"Paracapnia","high",3,0
"2814",1996,"Paracapnia","high",4,0
"2815",1996,"Paracapnia","high",5,0
"2816",1996,"Paracapnia","high",6,0
"2817",1996,"Paracapnia","high",7,0
"2818",1996,"Paracapnia","high",8,0
"2819",1996,"Paracapnia","high",9,0
"2820",1996,"Paracapnia","high",10,0
"2821",1996,"Paracapnia","low",1,0
"2822",1996,"Paracapnia","low",2,0
"2823",1996,"Paracapnia","low",3,0
"2824",1996,"Paracapnia","low",4,0
"2825",1996,"Paracapnia","low",5,0
"2826",1996,"Paracapnia","low",6,0
"2827",1996,"Paracapnia","low",7,0
"2828",1996,"Paracapnia","low",8,0
"2829",1996,"Paracapnia","low",9,0
"2830",1996,"Paracapnia","low",10,0
"2831",1996,"Paracapnia","medium",1,0
"2832",1996,"Paracapnia","medium",2,0
"2833",1996,"Paracapnia","medium",3,0
"2834",1996,"Paracapnia","medium",4,0
"2835",1996,"Paracapnia","medium",5,0
"2836",1996,"Paracapnia","medium",6,0
"2837",1996,"Paracapnia","medium",7,0
"2838",1996,"Paracapnia","medium",8,0
"2839",1996,"Paracapnia","medium",9,0
"2840",1996,"Paracapnia","medium",10,0
"2841",1996,"Paraleptophlebia","control",1,0
"2842",1996,"Paraleptophlebia","control",2,0
"2843",1996,"Paraleptophlebia","control",3,0
"2844",1996,"Paraleptophlebia","control",4,0
"2845",1996,"Paraleptophlebia","control",5,0
"2846",1996,"Paraleptophlebia","control",6,0
"2847",1996,"Paraleptophlebia","control",7,0
"2848",1996,"Paraleptophlebia","control",8,0
"2849",1996,"Paraleptophlebia","control",9,0
"2850",1996,"Paraleptophlebia","control",10,0
"2851",1996,"Paraleptophlebia","high",1,0
"2852",1996,"Paraleptophlebia","high",2,0
"2853",1996,"Paraleptophlebia","high",3,0
"2854",1996,"Paraleptophlebia","high",4,0
"2855",1996,"Paraleptophlebia","high",5,0
"2856",1996,"Paraleptophlebia","high",6,0
"2857",1996,"Paraleptophlebia","high",7,0
"2858",1996,"Paraleptophlebia","high",8,0
"2859",1996,"Paraleptophlebia","high",9,0
"2860",1996,"Paraleptophlebia","high",10,0
"2861",1996,"Paraleptophlebia","low",1,0
"2862",1996,"Paraleptophlebia","low",2,0
"2863",1996,"Paraleptophlebia","low",3,0
"2864",1996,"Paraleptophlebia","low",4,0
"2865",1996,"Paraleptophlebia","low",5,0
"2866",1996,"Paraleptophlebia","low",6,0
"2867",1996,"Paraleptophlebia","low",7,0
"2868",1996,"Paraleptophlebia","low",8,0
"2869",1996,"Paraleptophlebia","low",9,0
"2870",1996,"Paraleptophlebia","low",10,0
"2871",1996,"Paraleptophlebia","medium",1,0
"2872",1996,"Paraleptophlebia","medium",2,0
"2873",1996,"Paraleptophlebia","medium",3,0
"2874",1996,"Paraleptophlebia","medium",4,0
"2875",1996,"Paraleptophlebia","medium",5,0
"2876",1996,"Paraleptophlebia","medium",6,0
"2877",1996,"Paraleptophlebia","medium",7,0
"2878",1996,"Paraleptophlebia","medium",8,0
"2879",1996,"Paraleptophlebia","medium",9,0
"2880",1996,"Paraleptophlebia","medium",10,0
"2881",1996,"Parapsyche","control",1,0
"2882",1996,"Parapsyche","control",2,0
"2883",1996,"Parapsyche","control",3,0
"2884",1996,"Parapsyche","control",4,9
"2885",1996,"Parapsyche","control",5,13
"2886",1996,"Parapsyche","control",6,0
"2887",1996,"Parapsyche","control",7,0
"2888",1996,"Parapsyche","control",8,6
"2889",1996,"Parapsyche","control",9,3
"2890",1996,"Parapsyche","control",10,17
"2891",1996,"Parapsyche","high",1,0
"2892",1996,"Parapsyche","high",2,0
"2893",1996,"Parapsyche","high",3,8
"2894",1996,"Parapsyche","high",4,1
"2895",1996,"Parapsyche","high",5,3
"2896",1996,"Parapsyche","high",6,0
"2897",1996,"Parapsyche","high",7,2
"2898",1996,"Parapsyche","high",8,5
"2899",1996,"Parapsyche","high",9,4
"2900",1996,"Parapsyche","high",10,2
"2901",1996,"Parapsyche","low",1,0
"2902",1996,"Parapsyche","low",2,3
"2903",1996,"Parapsyche","low",3,1
"2904",1996,"Parapsyche","low",4,0
"2905",1996,"Parapsyche","low",5,0
"2906",1996,"Parapsyche","low",6,1
"2907",1996,"Parapsyche","low",7,4
"2908",1996,"Parapsyche","low",8,1
"2909",1996,"Parapsyche","low",9,2
"2910",1996,"Parapsyche","low",10,0
"2911",1996,"Parapsyche","medium",1,0
"2912",1996,"Parapsyche","medium",2,1
"2913",1996,"Parapsyche","medium",3,7
"2914",1996,"Parapsyche","medium",4,1
"2915",1996,"Parapsyche","medium",5,1
"2916",1996,"Parapsyche","medium",6,1
"2917",1996,"Parapsyche","medium",7,1
"2918",1996,"Parapsyche","medium",8,0
"2919",1996,"Parapsyche","medium",9,7
"2920",1996,"Parapsyche","medium",10,0
"2921",1996,"Pedicia","control",1,0
"2922",1996,"Pedicia","control",2,0
"2923",1996,"Pedicia","control",3,0
"2924",1996,"Pedicia","control",4,1
"2925",1996,"Pedicia","control",5,6
"2926",1996,"Pedicia","control",6,2
"2927",1996,"Pedicia","control",7,0
"2928",1996,"Pedicia","control",8,1
"2929",1996,"Pedicia","control",9,0
"2930",1996,"Pedicia","control",10,0
"2931",1996,"Pedicia","high",1,0
"2932",1996,"Pedicia","high",2,0
"2933",1996,"Pedicia","high",3,1
"2934",1996,"Pedicia","high",4,0
"2935",1996,"Pedicia","high",5,0
"2936",1996,"Pedicia","high",6,1
"2937",1996,"Pedicia","high",7,0
"2938",1996,"Pedicia","high",8,0
"2939",1996,"Pedicia","high",9,2
"2940",1996,"Pedicia","high",10,1
"2941",1996,"Pedicia","low",1,1
"2942",1996,"Pedicia","low",2,0
"2943",1996,"Pedicia","low",3,0
"2944",1996,"Pedicia","low",4,1
"2945",1996,"Pedicia","low",5,0
"2946",1996,"Pedicia","low",6,0
"2947",1996,"Pedicia","low",7,0
"2948",1996,"Pedicia","low",8,1
"2949",1996,"Pedicia","low",9,1
"2950",1996,"Pedicia","low",10,1
"2951",1996,"Pedicia","medium",1,0
"2952",1996,"Pedicia","medium",2,0
"2953",1996,"Pedicia","medium",3,1
"2954",1996,"Pedicia","medium",4,0
"2955",1996,"Pedicia","medium",5,0
"2956",1996,"Pedicia","medium",6,1
"2957",1996,"Pedicia","medium",7,0
"2958",1996,"Pedicia","medium",8,0
"2959",1996,"Pedicia","medium",9,1
"2960",1996,"Pedicia","medium",10,0
"2961",1996,"Plecoptera","control",1,3
"2962",1996,"Plecoptera","control",2,6
"2963",1996,"Plecoptera","control",3,3
"2964",1996,"Plecoptera","control",4,7
"2965",1996,"Plecoptera","control",5,22
"2966",1996,"Plecoptera","control",6,5
"2967",1996,"Plecoptera","control",7,4
"2968",1996,"Plecoptera","control",8,7
"2969",1996,"Plecoptera","control",9,1
"2970",1996,"Plecoptera","control",10,21
"2971",1996,"Plecoptera","high",1,0
"2972",1996,"Plecoptera","high",2,1
"2973",1996,"Plecoptera","high",3,5
"2974",1996,"Plecoptera","high",4,3
"2975",1996,"Plecoptera","high",5,7
"2976",1996,"Plecoptera","high",6,0
"2977",1996,"Plecoptera","high",7,13
"2978",1996,"Plecoptera","high",8,11
"2979",1996,"Plecoptera","high",9,11
"2980",1996,"Plecoptera","high",10,10
"2981",1996,"Plecoptera","low",1,0
"2982",1996,"Plecoptera","low",2,0
"2983",1996,"Plecoptera","low",3,0
"2984",1996,"Plecoptera","low",4,0
"2985",1996,"Plecoptera","low",5,0
"2986",1996,"Plecoptera","low",6,0
"2987",1996,"Plecoptera","low",7,0
"2988",1996,"Plecoptera","low",8,0
"2989",1996,"Plecoptera","low",9,0
"2990",1996,"Plecoptera","low",10,0
"2991",1996,"Plecoptera","medium",1,36
"2992",1996,"Plecoptera","medium",2,8
"2993",1996,"Plecoptera","medium",3,0
"2994",1996,"Plecoptera","medium",4,2
"2995",1996,"Plecoptera","medium",5,3
"2996",1996,"Plecoptera","medium",6,1
"2997",1996,"Plecoptera","medium",7,0
"2998",1996,"Plecoptera","medium",8,0
"2999",1996,"Plecoptera","medium",9,12
"3000",1996,"Plecoptera","medium",10,1
"3001",1996,"Polycentropus","control",1,1
"3002",1996,"Polycentropus","control",2,1
"3003",1996,"Polycentropus","control",3,1
"3004",1996,"Polycentropus","control",4,0
"3005",1996,"Polycentropus","control",5,1
"3006",1996,"Polycentropus","control",6,0
"3007",1996,"Polycentropus","control",7,0
"3008",1996,"Polycentropus","control",8,0
"3009",1996,"Polycentropus","control",9,2
"3010",1996,"Polycentropus","control",10,0
"3011",1996,"Polycentropus","high",1,0
"3012",1996,"Polycentropus","high",2,2
"3013",1996,"Polycentropus","high",3,0
"3014",1996,"Polycentropus","high",4,0
"3015",1996,"Polycentropus","high",5,0
"3016",1996,"Polycentropus","high",6,0
"3017",1996,"Polycentropus","high",7,0
"3018",1996,"Polycentropus","high",8,0
"3019",1996,"Polycentropus","high",9,0
"3020",1996,"Polycentropus","high",10,0
"3021",1996,"Polycentropus","low",1,0
"3022",1996,"Polycentropus","low",2,0
"3023",1996,"Polycentropus","low",3,0
"3024",1996,"Polycentropus","low",4,0
"3025",1996,"Polycentropus","low",5,0
"3026",1996,"Polycentropus","low",6,0
"3027",1996,"Polycentropus","low",7,0
"3028",1996,"Polycentropus","low",8,0
"3029",1996,"Polycentropus","low",9,0
"3030",1996,"Polycentropus","low",10,0
"3031",1996,"Polycentropus","medium",1,0
"3032",1996,"Polycentropus","medium",2,0
"3033",1996,"Polycentropus","medium",3,0
"3034",1996,"Polycentropus","medium",4,0
"3035",1996,"Polycentropus","medium",5,0
"3036",1996,"Polycentropus","medium",6,0
"3037",1996,"Polycentropus","medium",7,0
"3038",1996,"Polycentropus","medium",8,0
"3039",1996,"Polycentropus","medium",9,0
"3040",1996,"Polycentropus","medium",10,0
"3041",1996,"Prosimulium","control",1,2
"3042",1996,"Prosimulium","control",2,1
"3043",1996,"Prosimulium","control",3,0
"3044",1996,"Prosimulium","control",4,3
"3045",1996,"Prosimulium","control",5,42
"3046",1996,"Prosimulium","control",6,0
"3047",1996,"Prosimulium","control",7,0
"3048",1996,"Prosimulium","control",8,5
"3049",1996,"Prosimulium","control",9,70
"3050",1996,"Prosimulium","control",10,8
"3051",1996,"Prosimulium","high",1,1
"3052",1996,"Prosimulium","high",2,1
"3053",1996,"Prosimulium","high",3,17
"3054",1996,"Prosimulium","high",4,0
"3055",1996,"Prosimulium","high",5,49
"3056",1996,"Prosimulium","high",6,1
"3057",1996,"Prosimulium","high",7,100
"3058",1996,"Prosimulium","high",8,11
"3059",1996,"Prosimulium","high",9,0
"3060",1996,"Prosimulium","high",10,1
"3061",1996,"Prosimulium","low",1,70
"3062",1996,"Prosimulium","low",2,53
"3063",1996,"Prosimulium","low",3,1
"3064",1996,"Prosimulium","low",4,0
"3065",1996,"Prosimulium","low",5,0
"3066",1996,"Prosimulium","low",6,23
"3067",1996,"Prosimulium","low",7,27
"3068",1996,"Prosimulium","low",8,1
"3069",1996,"Prosimulium","low",9,10
"3070",1996,"Prosimulium","low",10,2
"3071",1996,"Prosimulium","medium",1,4
"3072",1996,"Prosimulium","medium",2,19
"3073",1996,"Prosimulium","medium",3,147
"3074",1996,"Prosimulium","medium",4,0
"3075",1996,"Prosimulium","medium",5,5
"3076",1996,"Prosimulium","medium",6,17
"3077",1996,"Prosimulium","medium",7,0
"3078",1996,"Prosimulium","medium",8,0
"3079",1996,"Prosimulium","medium",9,366
"3080",1996,"Prosimulium","medium",10,0
"3081",1996,"Pseudostenophylax","low",1,0
"3082",1996,"Pseudostenophylax","low",2,0
"3083",1996,"Pseudostenophylax","low",3,0
"3084",1996,"Pseudostenophylax","low",4,0
"3085",1996,"Pseudostenophylax","low",5,0
"3086",1996,"Pseudostenophylax","low",6,0
"3087",1996,"Pseudostenophylax","low",7,0
"3088",1996,"Pseudostenophylax","low",8,0
"3089",1996,"Pseudostenophylax","low",9,0
"3090",1996,"Pseudostenophylax","low",10,0
"3091",1996,"Pycnopsyche","control",1,0
"3092",1996,"Pycnopsyche","control",2,0
"3093",1996,"Pycnopsyche","control",3,0
"3094",1996,"Pycnopsyche","control",4,0
"3095",1996,"Pycnopsyche","control",5,0
"3096",1996,"Pycnopsyche","control",6,0
"3097",1996,"Pycnopsyche","control",7,0
"3098",1996,"Pycnopsyche","control",8,0
"3099",1996,"Pycnopsyche","control",9,0
"3100",1996,"Pycnopsyche","control",10,0
"3101",1996,"Pycnopsyche","high",1,0
"3102",1996,"Pycnopsyche","high",2,0
"3103",1996,"Pycnopsyche","high",3,0
"3104",1996,"Pycnopsyche","high",4,0
"3105",1996,"Pycnopsyche","high",5,0
"3106",1996,"Pycnopsyche","high",6,0
"3107",1996,"Pycnopsyche","high",7,0
"3108",1996,"Pycnopsyche","high",8,0
"3109",1996,"Pycnopsyche","high",9,0
"3110",1996,"Pycnopsyche","high",10,0
"3111",1996,"Pycnopsyche","medium",1,0
"3112",1996,"Pycnopsyche","medium",2,0
"3113",1996,"Pycnopsyche","medium",3,0
"3114",1996,"Pycnopsyche","medium",4,0
"3115",1996,"Pycnopsyche","medium",5,0
"3116",1996,"Pycnopsyche","medium",6,0
"3117",1996,"Pycnopsyche","medium",7,0
"3118",1996,"Pycnopsyche","medium",8,0
"3119",1996,"Pycnopsyche","medium",9,0
"3120",1996,"Pycnopsyche","medium",10,0
"3121",1996,"Rhyacophila","control",1,0
"3122",1996,"Rhyacophila","control",2,0
"3123",1996,"Rhyacophila","control",3,0
"3124",1996,"Rhyacophila","control",4,0
"3125",1996,"Rhyacophila","control",5,0
"3126",1996,"Rhyacophila","control",6,0
"3127",1996,"Rhyacophila","control",7,0
"3128",1996,"Rhyacophila","control",8,1
"3129",1996,"Rhyacophila","control",9,0
"3130",1996,"Rhyacophila","control",10,0
"3131",1996,"Rhyacophila","high",1,0
"3132",1996,"Rhyacophila","high",2,0
"3133",1996,"Rhyacophila","high",3,0
"3134",1996,"Rhyacophila","high",4,0
"3135",1996,"Rhyacophila","high",5,1
"3136",1996,"Rhyacophila","high",6,0
"3137",1996,"Rhyacophila","high",7,1
"3138",1996,"Rhyacophila","high",8,0
"3139",1996,"Rhyacophila","high",9,1
"3140",1996,"Rhyacophila","high",10,0
"3141",1996,"Rhyacophila","low",1,1
"3142",1996,"Rhyacophila","low",2,2
"3143",1996,"Rhyacophila","low",3,0
"3144",1996,"Rhyacophila","low",4,0
"3145",1996,"Rhyacophila","low",5,0
"3146",1996,"Rhyacophila","low",6,2
"3147",1996,"Rhyacophila","low",7,0
"3148",1996,"Rhyacophila","low",8,2
"3149",1996,"Rhyacophila","low",9,3
"3150",1996,"Rhyacophila","low",10,3
"3151",1996,"Rhyacophila","medium",1,0
"3152",1996,"Rhyacophila","medium",2,0
"3153",1996,"Rhyacophila","medium",3,2
"3154",1996,"Rhyacophila","medium",4,0
"3155",1996,"Rhyacophila","medium",5,0
"3156",1996,"Rhyacophila","medium",6,0
"3157",1996,"Rhyacophila","medium",7,0
"3158",1996,"Rhyacophila","medium",8,0
"3159",1996,"Rhyacophila","medium",9,0
"3160",1996,"Rhyacophila","medium",10,1
"3161",1996,"Simulium","control",1,0
"3162",1996,"Simulium","control",2,0
"3163",1996,"Simulium","control",3,0
"3164",1996,"Simulium","control",4,0
"3165",1996,"Simulium","control",5,0
"3166",1996,"Simulium","control",6,0
"3167",1996,"Simulium","control",7,1
"3168",1996,"Simulium","control",8,0
"3169",1996,"Simulium","control",9,0
"3170",1996,"Simulium","control",10,0
"3171",1996,"Simulium","high",1,0
"3172",1996,"Simulium","high",2,0
"3173",1996,"Simulium","high",3,0
"3174",1996,"Simulium","high",4,0
"3175",1996,"Simulium","high",5,0
"3176",1996,"Simulium","high",6,0
"3177",1996,"Simulium","high",7,0
"3178",1996,"Simulium","high",8,0
"3179",1996,"Simulium","high",9,0
"3180",1996,"Simulium","high",10,1
"3181",1996,"Simulium","low",1,0
"3182",1996,"Simulium","low",2,0
"3183",1996,"Simulium","low",3,0
"3184",1996,"Simulium","low",4,0
"3185",1996,"Simulium","low",5,0
"3186",1996,"Simulium","low",6,0
"3187",1996,"Simulium","low",7,0
"3188",1996,"Simulium","low",8,0
"3189",1996,"Simulium","low",9,0
"3190",1996,"Simulium","low",10,0
"3191",1996,"Simulium","medium",1,0
"3192",1996,"Simulium","medium",2,0
"3193",1996,"Simulium","medium",3,0
"3194",1996,"Simulium","medium",4,0
"3195",1996,"Simulium","medium",5,0
"3196",1996,"Simulium","medium",6,0
"3197",1996,"Simulium","medium",7,0
"3198",1996,"Simulium","medium",8,0
"3199",1996,"Simulium","medium",9,10
"3200",1996,"Simulium","medium",10,0
"3201",1996,"Tabanidae","control",1,0
"3202",1996,"Tabanidae","control",2,0
"3203",1996,"Tabanidae","control",3,0
"3204",1996,"Tabanidae","control",4,0
"3205",1996,"Tabanidae","control",5,0
"3206",1996,"Tabanidae","control",6,0
"3207",1996,"Tabanidae","control",7,0
"3208",1996,"Tabanidae","control",8,0
"3209",1996,"Tabanidae","control",9,0
"3210",1996,"Tabanidae","control",10,0
"3211",1996,"Tabanidae","high",1,0
"3212",1996,"Tabanidae","high",2,0
"3213",1996,"Tabanidae","high",3,0
"3214",1996,"Tabanidae","high",4,0
"3215",1996,"Tabanidae","high",5,1
"3216",1996,"Tabanidae","high",6,1
"3217",1996,"Tabanidae","high",7,0
"3218",1996,"Tabanidae","high",8,3
"3219",1996,"Tabanidae","high",9,0
"3220",1996,"Tabanidae","high",10,0
"3221",1996,"Tabanidae","low",1,0
"3222",1996,"Tabanidae","low",2,0
"3223",1996,"Tabanidae","low",3,0
"3224",1996,"Tabanidae","low",4,0
"3225",1996,"Tabanidae","low",5,0
"3226",1996,"Tabanidae","low",6,0
"3227",1996,"Tabanidae","low",7,0
"3228",1996,"Tabanidae","low",8,0
"3229",1996,"Tabanidae","low",9,0
"3230",1996,"Tabanidae","low",10,0
"3231",1996,"Tabanidae","medium",1,0
"3232",1996,"Tabanidae","medium",2,0
"3233",1996,"Tabanidae","medium",3,0
"3234",1996,"Tabanidae","medium",4,0
"3235",1996,"Tabanidae","medium",5,0
"3236",1996,"Tabanidae","medium",6,0
"3237",1996,"Tabanidae","medium",7,0
"3238",1996,"Tabanidae","medium",8,0
"3239",1996,"Tabanidae","medium",9,4
"3240",1996,"Tabanidae","medium",10,0
"3241",1996,"Tanypodinae","control",1,7
"3242",1996,"Tanypodinae","control",2,6
"3243",1996,"Tanypodinae","control",3,7
"3244",1996,"Tanypodinae","control",4,2
"3245",1996,"Tanypodinae","control",5,67
"3246",1996,"Tanypodinae","control",6,10
"3247",1996,"Tanypodinae","control",7,0
"3248",1996,"Tanypodinae","control",8,11
"3249",1996,"Tanypodinae","control",9,2
"3250",1996,"Tanypodinae","control",10,19
"3251",1996,"Tanypodinae","high",1,0
"3252",1996,"Tanypodinae","high",2,1
"3253",1996,"Tanypodinae","high",3,2
"3254",1996,"Tanypodinae","high",4,2
"3255",1996,"Tanypodinae","high",5,0
"3256",1996,"Tanypodinae","high",6,9
"3257",1996,"Tanypodinae","high",7,4
"3258",1996,"Tanypodinae","high",8,18
"3259",1996,"Tanypodinae","high",9,18
"3260",1996,"Tanypodinae","high",10,10
"3261",1996,"Tanypodinae","low",1,2
"3262",1996,"Tanypodinae","low",2,2
"3263",1996,"Tanypodinae","low",3,2
"3264",1996,"Tanypodinae","low",4,8
"3265",1996,"Tanypodinae","low",5,12
"3266",1996,"Tanypodinae","low",6,4
"3267",1996,"Tanypodinae","low",7,6
"3268",1996,"Tanypodinae","low",8,6
"3269",1996,"Tanypodinae","low",9,11
"3270",1996,"Tanypodinae","low",10,4
"3271",1996,"Tanypodinae","medium",1,19
"3272",1996,"Tanypodinae","medium",2,15
"3273",1996,"Tanypodinae","medium",3,1
"3274",1996,"Tanypodinae","medium",4,1
"3275",1996,"Tanypodinae","medium",5,4
"3276",1996,"Tanypodinae","medium",6,4
"3277",1996,"Tanypodinae","medium",7,3
"3278",1996,"Tanypodinae","medium",8,7
"3279",1996,"Tanypodinae","medium",9,7
"3280",1996,"Tanypodinae","medium",10,21
"3281",1996,"Tanytarsini","control",1,115
"3282",1996,"Tanytarsini","control",2,161
"3283",1996,"Tanytarsini","control",3,46
"3284",1996,"Tanytarsini","control",4,22
"3285",1996,"Tanytarsini","control",5,1572
"3286",1996,"Tanytarsini","control",6,189
"3287",1996,"Tanytarsini","control",7,18
"3288",1996,"Tanytarsini","control",8,80
"3289",1996,"Tanytarsini","control",9,33
"3290",1996,"Tanytarsini","control",10,337
"3291",1996,"Tanytarsini","high",1,17
"3292",1996,"Tanytarsini","high",2,13
"3293",1996,"Tanytarsini","high",3,82
"3294",1996,"Tanytarsini","high",4,7
"3295",1996,"Tanytarsini","high",5,65
"3296",1996,"Tanytarsini","high",6,101
"3297",1996,"Tanytarsini","high",7,46
"3298",1996,"Tanytarsini","high",8,85
"3299",1996,"Tanytarsini","high",9,40
"3300",1996,"Tanytarsini","high",10,108
"3301",1996,"Tanytarsini","low",1,185
"3302",1996,"Tanytarsini","low",2,8
"3303",1996,"Tanytarsini","low",3,12
"3304",1996,"Tanytarsini","low",4,2
"3305",1996,"Tanytarsini","low",5,1
"3306",1996,"Tanytarsini","low",6,28
"3307",1996,"Tanytarsini","low",7,34
"3308",1996,"Tanytarsini","low",8,5
"3309",1996,"Tanytarsini","low",9,10
"3310",1996,"Tanytarsini","low",10,17
"3311",1996,"Tanytarsini","medium",1,150
"3312",1996,"Tanytarsini","medium",2,86
"3313",1996,"Tanytarsini","medium",3,68
"3314",1996,"Tanytarsini","medium",4,21
"3315",1996,"Tanytarsini","medium",5,18
"3316",1996,"Tanytarsini","medium",6,34
"3317",1996,"Tanytarsini","medium",7,19
"3318",1996,"Tanytarsini","medium",8,22
"3319",1996,"Tanytarsini","medium",9,63
"3320",1996,"Tanytarsini","medium",10,51
